1	0.0181	0.0188
2	0.0177	0.0175
3	0.0177	0.0175
4	0.0175	0.0176
5	0.0174	0.0174
6	0.0174	0.0171
7	0.0174	0.0172
8	0.0173	0.0174
9	0.0171	0.0172
10	0.0173	0.0175
11	0.0173	0.0173
12	0.0172	0.0171
13	0.0172	0.0172
14	0.0171	0.0169
15	0.0165	0.0166
16	0.0167	0.0169
17	0.0167	0.0166
18	0.0167	0.0166
19	0.0166	0.0169
20	0.0165	0.0164
21	0.0161	0.0160
22	0.0168	0.0167
23	0.0166	0.0166
24	0.0163	0.0159
25	0.0162	0.0171
26	0.0166	0.0159
27	0.0167	0.0164
28	0.0161	0.0165
29	0.0165	0.0158
30	0.0163	0.0159
31	0.0163	0.0157
32	0.0157	0.0155
33	0.0159	0.0156
34	0.0157	0.0164
35	0.0158	0.0161
36	0.0159	0.0158
37	0.0155	0.0155
38	0.0157	0.0153
39	0.0158	0.0162
40	0.0158	0.0149
41	0.0156	0.0149
42	0.0155	0.0151
43	0.0155	0.0155
44	0.0155	0.0154
45	0.0157	0.0152
46	0.0154	0.0151
47	0.0157	0.0153
48	0.0152	0.0157
49	0.0153	0.0150
50	0.0152	0.0149
51	0.0150	0.0147
52	0.0152	0.0160
53	0.0151	0.0153
54	0.0155	0.0160
55	0.0155	0.0150
56	0.0150	0.0169
57	0.0152	0.0157
58	0.0148	0.0146
59	0.0149	0.0147
60	0.0152	0.0153
61	0.0152	0.0152
62	0.0153	0.0156
63	0.0150	0.0149
64	0.0148	0.0155
65	0.0151	0.0154
66	0.0155	0.0157
67	0.0153	0.0151
68	0.0152	0.0153
69	0.0149	0.0144
70	0.0149	0.0150
71	0.0151	0.0147
72	0.0149	0.0150
73	0.0150	0.0152
74	0.0148	0.0142
75	0.0146	0.0151
76	0.0147	0.0156
77	0.0147	0.0149
78	0.0145	0.0148
79	0.0146	0.0153
80	0.0145	0.0146
81	0.0146	0.0145
82	0.0145	0.0145
83	0.0149	0.0146
84	0.0147	0.0151
85	0.0152	0.0147
86	0.0145	0.0161
87	0.0149	0.0142
88	0.0142	0.0142
89	0.0145	0.0141
90	0.0147	0.0157
91	0.0145	0.0145
92	0.0147	0.0146
93	0.0146	0.0145
94	0.0144	0.0140
95	0.0147	0.0159
96	0.0153	0.0148
97	0.0142	0.0145
98	0.0143	0.0139
99	0.0145	0.0141
100	0.0143	0.0142
101	0.0144	0.0144
102	0.0145	0.0146
103	0.0143	0.0144
104	0.0142	0.0142
105	0.0143	0.0160
106	0.0153	0.0145
107	0.0146	0.0148
108	0.0145	0.0146
109	0.0141	0.0143
110	0.0143	0.0151
111	0.0146	0.0149
112	0.0147	0.0142
113	0.0146	0.0143
114	0.0144	0.0148
115	0.0143	0.0145
116	0.0142	0.0140
117	0.0144	0.0142
118	0.0143	0.0139
119	0.0141	0.0144
120	0.0145	0.0150
121	0.0142	0.0144
122	0.0146	0.0139
123	0.0142	0.0146
124	0.0141	0.0139
125	0.0142	0.0144
126	0.0142	0.0144
127	0.0142	0.0151
128	0.0143	0.0140
129	0.0147	0.0144
130	0.0144	0.0142
131	0.0143	0.0145
132	0.0144	0.0144
133	0.0144	0.0141
134	0.0142	0.0149
135	0.0145	0.0140
136	0.0142	0.0139
137	0.0140	0.0142
138	0.0143	0.0140
139	0.0141	0.0142
140	0.0139	0.0138
141	0.0139	0.0139
142	0.0141	0.0152
143	0.0153	0.0146
144	0.0144	0.0146
145	0.0141	0.0142
146	0.0146	0.0148
147	0.0145	0.0148
148	0.0145	0.0150
149	0.0145	0.0151
150	0.0142	0.0142
151	0.0139	0.0145
152	0.0142	0.0141
153	0.0143	0.0146
154	0.0141	0.0141
155	0.0143	0.0146
156	0.0145	0.0147
157	0.0144	0.0141
158	0.0141	0.0143
159	0.0144	0.0146
160	0.0142	0.0144
161	0.0144	0.0139
162	0.0142	0.0146
163	0.0140	0.0141
164	0.0142	0.0142
165	0.0142	0.0148
166	0.0144	0.0145
167	0.0144	0.0146
168	0.0145	0.0151
169	0.0149	0.0149
170	0.0144	0.0141
171	0.0141	0.0141
172	0.0142	0.0144
173	0.0143	0.0142
174	0.0141	0.0140
175	0.0148	0.0142
176	0.0141	0.0143
177	0.0146	0.0145
178	0.0143	0.0150
179	0.0147	0.0142
180	0.0143	0.0145
181	0.0141	0.0146
182	0.0141	0.0141
183	0.0141	0.0148
184	0.0147	0.0142
185	0.0140	0.0138
186	0.0141	0.0139
187	0.0144	0.0151
188	0.0143	0.0138
189	0.0143	0.0145
190	0.0143	0.0137
191	0.0141	0.0137
192	0.0144	0.0143
193	0.0140	0.0143
194	0.0144	0.0146
195	0.0141	0.0141
196	0.0140	0.0142
197	0.0139	0.0138
198	0.0140	0.0141
199	0.0140	0.0140
200	0.0140	0.0138
201	0.0139	0.0139
202	0.0139	0.0139
203	0.0141	0.0141
204	0.0144	0.0144
205	0.0141	0.0139
206	0.0138	0.0144
207	0.0141	0.0141
208	0.0140	0.0142
209	0.0139	0.0141
210	0.0139	0.0139
211	0.0140	0.0143
212	0.0142	0.0139
213	0.0141	0.0139
214	0.0139	0.0138
215	0.0142	0.0140
216	0.0142	0.0138
217	0.0142	0.0146
218	0.0140	0.0139
219	0.0139	0.0140
220	0.0141	0.0151
221	0.0142	0.0145
222	0.0145	0.0140
223	0.0140	0.0145
224	0.0143	0.0142
225	0.0142	0.0144
226	0.0141	0.0145
227	0.0144	0.0146
228	0.0143	0.0147
229	0.0143	0.0139
230	0.0141	0.0143
231	0.0139	0.0141
232	0.0140	0.0138
233	0.0142	0.0143
234	0.0140	0.0144
235	0.0140	0.0143
236	0.0139	0.0140
237	0.0140	0.0149
238	0.0141	0.0148
239	0.0141	0.0137
240	0.0138	0.0138
